,City,cityID,clusterID,Typology,Country,Car_Modeshare_(%),Public_Transit_Modeshare_(%),Bicycle_Modeshare_(%),Walking_Modeshare_(%),Gasoline_Pump_Price_(USD/liter),Road_Deaths_Rate_(per_1000),Subway_Length_(km),Subway_Length_Density_(per_km),Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age_(years),BRT_Length_(km),BRT_System_Length_Density_(per_km),BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age_(years),Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age_(years),Congestion_(%),Congestion_AM_Peak_(%),Congestion_PM_Peak_(%),Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area_(sq._km),Population_Density_(per_sq._km),Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015_(%),Urbanization_Rate_Change_2015_–_2025_(pp),GDP_per_Capita_(USD),Unemployment_Rate_(%),Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate_(%),Life_Expectancy_(years),Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration_(%),CO2_Emissions_per_Capita_(metric_tonnes),Pollution_Index_,Street_length_total_(m),Street_Length_Density_(m/sq._km),Street_Length_Average_(m),Intersection_Count,Intersection_Density_(per_sq._km),Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor,Latitude,Longitude,Continent
93,Nice,94,10,MassTransit Moderate,France,48.0,11.0,1.0,40.0,1.87,6.2,0.0,0.0,0.0,0.0,0,30.0,0.040322581,5.154639175,0.39116297363372166,17.93814433,3.981415079772842,175.0,18.04123711,1750.0,180.4123711,2.0,29.0,44.0,56.0,121.33712597302713,33.588163138096164,110.62463939101623,970000,744,1300,44833,81176,149937,73685,79.5,2.2,43226.0,9.7,78.06,29.31,64.68,90.45,101.88,0.3188452019369524,14.143850913319573,82.4,56.43,83.3,0.72,42.0,49.0,6.8,62.25869109499301,981124.7876,6697028458.0,140.26087030000002,4121.0,6825.868168999999,4.35503876,2.7220930230000002,1.215631081,0.00258099,0.02065662,0.0431679438,0.4231103342,0.45027787909999994,0.6645845843,0.4536561112,0.0313169369,0.3573826812,0.111435021,0.40053646090000006,43.700935799999996,7.2683912,Europe
328,Sanaa,329,1,Congested Emerging,Yemen,6.034040935868773,55.41194690229331,3.7228181234338775,36.35205333287544,0.6,21.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3120000,223,14000,693834,945964,1527033,969602,34.6,5.8,679.7,,40.57476086366594,15.303296278082396,34.45588950080702,27.03909535911493,20.289163440333013,0.5250460543004042,21.80066960250383,65.7,44.901653291909724,19.5,0.18,26.727413415031922,12.886921786046997,0.992679614,82.93500461568256,2444411.415,2000473786.0,127.4192773,11770.0,818.3866977999999,5.527451602999999,3.0453030780000003,1.061161408,0.00017224599999999998,0.0,0.0761728739,0.0458828479,0.3547024978,0.04668066,0.3072809225,0.3063951465,0.6897372711,0.37567875380000004,0.33692284549999996,15.353856900000002,44.2058841,Asia
312,Honolulu(HI),313,7,Auto Sprawl,United States,90.9,2.2,0.1,1.9,0.87,6.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,56.0,58.0,180.75,39.31,136.83,850000,440,1800,85844,127065,160251,80938,81.6,1.7,57002.0,8.343683728696325,95.67,69.04,103.2,83.79,86.79,0.433,12.1,81.3,68.84,75.4,0.78,41.0,72.0,12.82,45.7,1718685.1709999999,3176157611.0,160.05635790000002,5983.0,1848.015951,4.825554042,2.661260369,1.081656747,0.002719622,0.033619559,0.021013027599999998,0.1340777347,0.2574281559,0.8312848297,0.4177442104,0.038165193199999996,0.3460389063,0.5726830767000001,0.3138683245,21.304547,-157.8556764,North America
287,Cleveland(OH),288,7,Auto Sprawl,United States,88.8,3.1,0.3,2.3,0.62,9.6,31.0,0.015507753999999999,1.0084033609999998,3.473389356,62,11.0,0.005502751,2.016806723,1.176470588,2.68907563,9.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,27.0,178.3837739615802,36.55019031863556,195.48911712953804,1785000,1999,900,109319,233013,341225,168703,81.6,1.7,55697.0,7.6,74.64,33.52,72.69,68.69,117.88,0.452,34.7,77.8,40.83,71.9,0.78,42.0,72.0,11.8,38.734594232263525,4144657.018,6033814871.0,170.4077386,14556.0,1455.805594,5.645979292000001,3.023002046,1.034721101,0.003601862,0.030691771,0.2244760115,0.295177622,0.35455370140000003,0.7209121141,0.32353513300000003,0.0643768418,0.0767677492,0.7038239023,0.5018442334000001,41.5051613,-81.6934446,North America
240,Damascus,241,1,Congested Emerging,Syria,6.026910025130871,56.35889398574114,3.1291102878941772,30.955982414969327,0.44,22.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2605000,181,14400,371849,518784,801887,472593,57.7,4.1,1821.0,,29.46,7.46,25.47,26.16,18.27,0.4236456129560602,30.8,64.5,42.5,25.9,0.28,30.66831798095063,17.04058495849779,1.866465075,87.07144615960603,4944928.4,4675720974.0,147.14859099999998,20329.0,945.5588829,5.06786118,2.816678528,1.069149868,0.001239096,0.007825788,0.0799278412,0.0713499353,0.39444297240000004,0.0413190257,0.26788276440000003,0.1988208571,0.6900825344,0.4765981847,0.3446709839,33.5130695,36.3095814,Asia
262,Manchester,263,10,MassTransit Moderate,United Kingdom,70.6,15.0,2.2,11.0,1.7,1.8,0.0,0.0,0.0,0.0,0,38.0,0.06031746,2.894736842,0.0,2.368421053,22.0,0.0,0.0,0.0,0.0,0.0,38.0,68.0,79.0,182.0,42.33,166.22,2660000,630,4100,-34610,-31865,168197,146489,82.6,2.2,38151.0,8.6,67.5,29.0,53.63,76.88,106.31,0.39,15.628586827778072,81.2,50.04,89.8,0.77,46.0,68.0,4.96,50.98,2963967.375,11345031487.0,82.22507767,20390.0,3827.650596,4.701297802,2.496591106,1.060841608,0.003224287,0.011635475,0.06334498150000001,0.43127729060000003,0.39056912549999995,0.6744389538,0.33830636659999996,0.043219185599999994,0.5016431481,0.19826616030000002,0.5094887491,53.479489199999996,-2.2451147999999996,Europe
123,Patna,124,1,Congested Emerging,India,20.264270534496667,29.394766566114818,6.51365294946503,35.21893943037306,1.19,16.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2240000,142,15700,571659,363869,512120,369703,32.7,4.3,1861.5,,32.09525348356163,4.796871081788146,29.294480606541587,18.502580530652,29.56524777209038,0.3498565330848294,13.7,68.3,61.44965413672116,28.3,0.32,30.925032452864052,17.0,1.590272829,85.25,1285402.74,1124341312.0,221.31589879999999,3502.0,874.6996388,5.269364162,2.69132948,1.067364989,0.000175516,0.0,0.0814704307,0.041973207699999994,0.3642932417,0.0931451587,0.329927765,0.204463935,0.6850555404,0.22119450300000001,0.24204487859999999,25.609323899999996,85.1235252,Asia
69,Shijiazhuang,70,12,MetroBike Emerging,China,5.0,7.16,47.28,26.82,1.16,18.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,70.0,84.0,,,,3535000,622,5700,542084,826375,1045637,402566,55.6,9.8,12405.0,3.65,39.90342889206387,15.863353886556972,38.04979827188247,25.65178879979478,55.64028730054804,0.32,1.2525,76.1,64.69,50.1,0.43,33.972705540174985,58.0,5.0,87.23085707157799,11371437.37,446668289.5,910.8809171,7167.0,39.27984432,5.0247570569999995,2.8996992130000003,1.078266439,0.00027628099999999997,0.082443629,0.0735191517,0.0554758604,0.3677963436,0.2808062576,1.0,0.28338960329999996,0.6275207997,0.9308536819,0.0403065341,38.0429742,114.5088385,Asia
189,Oslo,190,9,MassTransit Heavyweight,Norway,51.0,29.0,6.0,12.0,2.04,1.1,86.0,0.29655172399999996,9.797979798,88.88888889,51,0.0,0.0,0.0,0.0,0.0,0.0,106.0,10.70707071,412.8850368257931,22.839526731781454,15.0,30.0,57.0,69.0,142.98,38.33,188.67,990000,290,3200,89784,124105,175575,86534,80.5,2.4,69091.0,2.8,109.84,47.25,96.6,130.86,106.43,0.34751428967194464,11.902724342853055,80.6,50.89,95.0,0.79,47.0,61.30672660241919,14.6,24.21,2906900.0810000002,3104558820.0,148.3642158,11457.0,1067.9964,4.655896607,2.628567582,1.122771357,0.007835994,0.005570967,0.7753071412,0.1935714187,0.4293593461,0.9804803924,0.4462188391,0.0019037901999999999,0.4176239599,0.0879808151,0.28060211620000003,59.97239745,10.775729194051898,Europe
291,Sacramento(CA),292,7,Auto Sprawl,United States,86.4,2.1,1.6,1.8,0.83,8.1,69.0,0.056557377,2.760416667,6.40625,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,54.0,109.14,22.27,82.25,1920000,1220,1400,298244,327900,300831,148150,81.6,1.7,46650.0,8.6,77.87,37.98,78.47,72.23,121.7,0.47100000000000003,20.3,80.8,52.93,73.5,0.78,44.0,72.0,11.2,46.69,4373845.045,9228634958.0,146.2384247,17273.0,2109.959284,5.2575936510000005,2.8316406069999998,1.0778234290000002,0.002264192,0.025716173999999998,0.24152343350000002,0.1611550215,0.3536355856,0.7254020052,0.45472145229999994,0.0641620801,0.20147487,0.5834226236,0.5173882465,38.5815719,-121.49439960000001,North America
74,Kinshasa,75,3,Congested Boomer,Democratic Republic of the Congo,22.57696653901047,56.17042234724499,5.463112941356458,20.18910848112678,1.12,33.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,222.86553477388335,49.3392941829861,209.07796320571492,11380000,583,19500,1894282,3001047,3907049,2212987,42.5,5.3,388.3,22.278396854835112,111.36323263057798,103.69402256849466,99.12037446274554,83.61706061258968,29.318731681485545,0.39,61.6,59.8,34.34028972390749,3.8,0.13,17.0,22.06624980172401,0.038311184,78.87549351384148,5662358.948,4485981307.0,108.63663999999999,28937.0,792.2460141,5.749735891,2.8996663889999996,1.027114402,0.000232088,0.0,0.0529588532,0.07093612889999999,0.3496545378,0.019779517,0.1752553166,0.5766484405,0.5898011532,0.36735954579999996,0.4257631366,-4.3217055,15.312597400000001,Africa
226,Pretoria,227,2,BusTransit Sprawl,South Africa,50.82992959306737,26.015152984823764,0.9979033968809453,13.031655521776218,1.19,25.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,56.0,51.0,275.67,52.71,352.3,3030000,1230,2500,172106,384128,285724,140687,64.8,4.6,11925.0,6.172149887080852,40.690580559435546,16.37379005964591,32.91903219023652,37.0537682672081,111.33349993390028,0.72,39.2,62.9,21.1,52.6,0.45,31.0,37.0,8.859169093,70.8,5904610.706,5184588210.0,175.4869886,19581.0,878.0575838,5.197412091,2.822165273,1.08652939,0.0050115590000000005,0.021008628999999997,0.0696108664,0.14947832390000002,0.3902162753,0.2737529776,0.109900891,0.1339203318,0.5061826889,0.6429932528,0.3587302923,-25.7459374,28.187944399999996,Africa
329,Lusaka,330,1,Congested Emerging,Zambia,12.0,21.0,1.6810395034315648,62.0,1.46,24.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2660000,313,8500,315866,645586,1045507,731386,40.9,4.8,1627.3,,51.32,29.96,37.22,33.52,124.62,0.5,27.5,61.8,45.279260441722855,20.4,0.17,25.816604205924556,16.478009296152987,0.25086314,75.85798859884108,2597621.506,5777078701.0,143.7771354,10837.0,2223.987863,5.500935745,2.825951341,1.047414147,0.0005670219999999999,0.0,0.0558238113,0.0561062741,0.33183754530000004,0.12695414800000002,0.28488739679999997,0.2530978501,0.6280040920000001,0.1708999279,0.4216535563,-15.416448800000001,28.282153499999996,Africa
323,Caracas,324,2,BusTransit Sprawl,Venezuela,41.0,46.0,0.0,13.0,0.01,37.2,63.6,0.21559322,1.707317073,172.4738676,34,5.0,0.016949153,0.38327526100000003,1.045296167,3.135888502,6.0,0.0,0.0,0.0,0.0,0.0,31.037670693528284,60.38826619009951,62.67345109333942,224.2,50.23,238.33,2870000,295,9700,96978,312502,678798,313509,89.0,0.6,15890.0,6.4476185137462085,37.03,9.96,36.94,39.48,2.71,0.38,32.75732211580774,74.1,14.05,61.5,0.47,30.0,45.0,6.128008629,77.67,3946558.983,3168604268.0,164.22783,13771.0,802.8777175,4.464556398,2.6739300040000002,1.211820976,0.0039444779999999995,0.028539235,0.5195226615,0.2134267509,0.3904873077,0.2364775648,0.1901257575,0.08645206789999998,0.6190657605,0.9753653228,0.2224464746,10.506098,-66.9146017,South America
324,Maracaibo,325,2,BusTransit Sprawl,Venezuela,50.1591710817221,33.63450937854718,0.6024849539678551,16.521140551283377,0.01,37.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.05168627721698,60.39302473467506,62.71206850607375,209.7657078570447,46.82590386321636,220.47968094939137,2065000,407,5100,420493,531105,518386,235175,89.0,0.6,13709.0,6.378434967681628,46.145312769663384,12.649789343216012,41.99587827126242,40.28989073807017,21.5935295713574,0.48,33.252343834338554,74.1,26.928589495973103,61.5,0.47,30.596936809657365,45.0,6.128008629,78.51403683901967,4491062.223999999,3607336940.0,105.80399609999999,24768.0,803.225776,5.716536546,2.995972728,1.036317104,0.001520226,0.007745999,0.0681653366,0.1287039686,0.3724586984,0.2655353494,0.2367947559,0.08792144800000001,0.5456367910000001,0.9349943615,0.43739811310000004,10.6499149,-71.6396282,South America
215,Medina,216,2,BusTransit Sprawl,Saudi Arabia,53.689031788235866,15.683600728589209,1.2264917455146769,16.19271734219713,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.366345115296973,32.770137849040715,48.725299759668346,214.8447715054633,45.94528971618408,258.3746437877184,1260000,350,3600,265660,311462,384509,186731,83.1,1.9,21395.4,8.13700372967497,46.07097977471565,14.96181607995982,37.51612115120439,32.6569835865771,109.65633937530865,0.3947611401325405,17.6160323086759,74.5,60.42091525653481,65.9,0.44,33.06915202883322,45.0,17.92748481,79.02788301126198,4315613.541,3740257958.0,119.20596470000001,22865.0,866.6804667000001,5.098924731,2.9942100910000002,1.043383682,0.000535315,0.0,0.0676311906,0.1232720424,0.3873685843,0.31000833699999997,0.2590295313,0.0760249273,0.5266767163,0.7700974239,0.42973489460000003,24.471153,39.611121600000004,Asia
96,Tbilisi,97,6,Hybrid Giant,Georgia,35.98602978239619,46.7957419353982,1.710245040745767,14.469505074723259,0.93,11.8,27.1,0.110162602,2.0,90.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65517485239268,53.67518614370551,63.607006721502096,136.8,39.1,137.27,1100000,246,4500,-124035,17026,32211,17856,53.6,2.5,4084.0,14.26548834772465,31.82,10.51,24.73,31.36,34.99,0.37,10.5,74.4,79.27,48.9,0.37,32.0,42.4243899683602,1.988881356,77.51,2552597.53,2942098816.0,161.38316559999998,9194.0,1152.590168,4.777618122,2.67821824,1.095135777,0.001026113,0.00107361,0.39087914939999996,0.056805452,0.43254686840000006,0.242249839,0.44823434520000005,0.0678884864,0.5809903843,0.45776880000000003,0.3207171573,41.73188365,44.836876299366295,Asia
217,Dakar,218,1,Congested Emerging,Senegal,11.0,76.0,5.228671128844388,35.04385649913297,1.31,27.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3200000,194,16500,623821,897404,1301222,836381,43.7,4.1,1092.3,,45.10703076811173,22.424587975007796,41.343717344953234,30.99235950562772,35.18112272716496,0.37,33.1,66.7,49.619613650385375,50.7,0.14,24.0,19.0,0.592298342,90.82700992133114,3381262.869,2758881704.0,60.10065533,34054.0,815.9323337999999,5.852764647000001,2.990306475,1.023374362,0.000254107,0.0072720219999999995,0.11208322289999999,0.0632992503,0.34266846549999996,0.0773851292,0.30263091989999996,0.2646108602,0.7395531444,0.2641853705,0.37303014619999997,14.693425,-17.447938,Africa
292,Virginia Beach(VA),293,7,Auto Sprawl,United States,88.9,1.8,0.4,3.8,0.61,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,39.0,163.5338377641101,37.56294094204304,174.43355318497981,1465000,1334,1100,110898,201015,278455,138477,81.6,1.7,47115.0,6.796509716960913,76.8871462382005,39.31267375828479,77.64625054288848,74.24083021978807,127.43090903138591,0.444,7.9,79.0,40.8483888843685,75.4,0.78,41.0,72.0,12.42,28.29032932650614,4514028.663,2153701756.0,144.99176640000002,16696.0,477.1129996,4.754260127,2.560844148,1.079682344,0.011406844,0.016347221999999998,0.027074546,0.1407229974,0.3365956028,0.7272436255,0.36900039939999996,0.044856858799999996,0.1374650289,0.6646530963,0.2409506625,36.8529841,-75.9774183,North America
76,Brazzaville,77,1,Congested Emerging,Congo,7.136642090024181,40.058452302535486,3.73389545416555,38.217378736858336,0.89,26.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1915000,181,10600,318126,535504,516590,290099,65.4,4.0,2798.1,,47.96862968055425,24.416552651350294,39.483911999829225,32.92992128864066,47.6811649099921,0.45,43.3,64.7,43.18089584616808,8.2,0.17,24.14660681498051,18.499709399887198,0.56494545,83.32878297408277,3836065.1810000003,3038891338.0,92.7885729,22611.0,792.1897035000001,5.773535638999999,2.9178899080000003,1.017837433,2.44e-05,0.0,0.0714523333,0.0722423378,0.34957699880000004,0.0603079129,0.2483552007,0.1791082455,0.6887528331999999,0.38267123229999994,0.40760455380000005,-4.2694407,15.2712256,Africa
277,Phoenix-Mesa(AZ),278,7,Auto Sprawl,United States,87.5,1.8,0.7,1.5,0.62,13.1,42.3,0.013116279,0.814901048,3.7951105939999996,9,128.0,0.039689922,2.1420256109999998,0.116414435,0.165681024,2.1200769790203977,40.0,0.931315483,500.0,11.64144354,4.0,16.0,31.0,36.0,138.17,29.91,127.59,4295000,3225,1300,909102,896214,602529,287352,81.6,1.7,43602.0,6.7,68.39,31.76,61.6,73.34,161.91,0.455,22.3,79.6,42.08,69.5,0.78,45.0,72.0,13.4,62.73,15860197.61,6131735847.0,149.77428,61286.0,386.61156669999997,5.135807348,2.78945843,1.0787873190000001,0.004622243,0.01689184,0.1103762971,0.3893480199,0.4041715524,0.6962151177,0.3685306695,0.1647938486,0.1235767842,0.7913083647,0.45107856020000003,33.30591455,-111.65264411501958,North America
214,Mecca,215,2,BusTransit Sprawl,Saudi Arabia,55.116774948999186,15.047709915700135,1.2121988004733228,16.325603610422128,0.54,27.4,18.1,0.046529562999999996,0.534124629,2.37388724,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.487255802466336,30.340326477380163,46.94598135388318,207.80176751360617,44.83628557995121,263.04551414154525,1685000,389,4300,311323,375347,512478,250010,83.1,1.9,21395.4,7.937578623844862,47.856216042843165,14.915896057075189,38.35302187544358,32.60590615234174,114.97316158400275,0.3965888789713726,18.385689058551154,74.5,67.62784232494857,65.9,0.44,34.001124262163216,44.99999999999999,17.92748481,78.87133653492182,4550198.772,3856454476.0,147.65223,19214.0,847.5353866,4.98408077,2.895374501,1.062216502,0.0009610310000000001,0.0,0.13509122769999998,0.1262762789,0.391435404,0.31091613170000004,0.2604052702,0.08807437859999999,0.5274525844,0.7706852455,0.4029588196,21.420847,39.826869,Asia
216,Jeddah,217,2,BusTransit Sprawl,Saudi Arabia,53.92581134585266,15.614184509810096,1.206716585362299,16.309456959617116,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,46.0,203.79,44.2,266.9,3775000,842,4500,766175,943938,1237841,531384,83.1,1.9,21395.4,8.064025790577237,48.94,14.84,38.85,32.56,117.52,0.3950686862707753,18.516000290704483,74.5,69.13,65.9,0.44,35.0,45.0,17.92748481,78.92,5416913.109296114,4371488696.056263,136.09530917423862,27009.54166063491,830.2693142766619,5.096830104769847,2.9422517975544142,1.0537409273131122,0.0009825345274448551,0.0,0.0718209578,0.11266623949999999,0.37950645439999997,0.3626044361,0.28025407739999997,0.1801967481,0.3575336923,0.8242445702,0.4089526857,21.581008800000003,39.1653612,Asia
54,Hangzhou,55,12,MetroBike Emerging,China,22.662776337991286,49.9286736027116,18.610239158136764,18.215226150417607,1.16,18.8,81.5,0.064223798,0.749506903,19.98685076,5,55.4,0.043656422,0.657462196,1.367521368,10.25641026,12.0,2965.0,38.98750822,78000.0,1025.641026,2.0,43.0,61.0,64.0,,,,7605000,1269,6000,1683555,2029497,2484939,775867,55.6,9.8,18153.0,1.85,39.5490405907589,14.717221771388106,39.786871525360866,29.63237393492325,71.01905631284201,0.32,1.2525,76.1,64.69,50.1,0.43,38.0,58.0,7.550916485,81.0384172799001,5089614.456,4645949844.0,303.04343289999997,9520.0,912.8294264,4.724327397,3.194297082,1.047080078,0.0017645879999999999,0.04331645,0.2259763514,0.3052865722,1.0,0.2960999357,0.7378264486,0.42257291840000005,0.5851349079,0.6942753219,0.4104166411,30.248963399999997,120.20523419999999,Asia
275,Washington(DC),276,8,Auto Innovative,United States,75.3,13.4,0.9,3.4,0.73,3.4,188.0,0.054906542,1.8383838380000002,52.72727273,41,0.0,0.0,0.0,0.0,0.0,0.0,406.0,8.202020202,4457.0,90.04040404,8.0,29.0,46.0,62.0,193.9,43.59,206.14,4950000,3424,1300,573083,684762,700067,335544,81.6,1.7,73270.0,5.4,91.96,77.41,83.9,88.77,119.82,0.532,17.3,76.5,34.34,78.8,0.78,50.0,72.0,13.0,33.91,4664625.847,11264736540.0,126.8940655,21131.0,2414.928208,5.2997030160000005,3.081566069,1.045669035,0.004625099000000001,0.033058752000000004,0.3888071486,0.19222175760000001,0.42426515119999997,0.8891157020999999,0.2786653486,0.1323247259,0.35714154340000004,0.6388009163,0.6551675638000001,38.8949924,-77.0365581,North America
157,Monrovia,158,2,BusTransit Sprawl,Liberia,36.46394553353545,30.71037113896078,0.8529498520823448,26.231168633253667,0.82,33.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64326061578242,51.445833749676964,52.038932312365326,235.9408037830581,47.9329276026626,284.7470183549285,1445000,194,7400,-206326,-23823,-190991,129820,49.7,4.2,352.6,6.852348060646538,39.11975245956195,14.269376850280281,35.38328139983624,33.36935412161557,53.37656676031122,0.42585655499685876,55.1,61.4,56.7066062751085,9.2,0.3446735742382775,30.54969968854983,38.85988560977637,0.222905369,69.93525516655258,1545875.006,1228077822.0,140.3172376,5965.0,794.4224579,4.71642434,2.37458266,1.067518949,0.0009134089999999999,0.0,0.0510179238,0.0860876773,0.3791423005,0.1605239585,0.23186818780000001,0.1118047776,0.557511737,0.6521785115,0.2393552598,6.328034,-10.797788,Africa
301,Memphis(TN),302,7,Auto Sprawl,United States,93.0,1.1,0.1,1.1,0.62,14.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,34.0,150.83714293503826,32.37766436690656,166.2772475623842,1110000,1287,800,147488,189333,212291,106117,81.6,1.7,46260.0,9.3,72.1,30.8,74.46,70.68,136.78,0.46799999999999997,26.2,76.3,22.63,69.1,0.78,42.0,72.0,14.9,47.249179382170425,8797053.08,4797384195.0,172.07622949999998,28955.0,545.3399168999999,5.198772187,2.718217003,1.068258943,0.0059864869999999995,0.025207463,0.021737363,0.16959432859999998,0.34392691490000005,0.6927277293999999,0.2983430513,0.0499956836,0.1032251566,0.7564050615000001,0.3514347557,35.1490215,-90.0516285,North America
68,Fuzhou,69,12,MetroBike Emerging,China,32.81329147432208,33.01631590167849,37.0,26.0,1.16,18.8,24.89,0.056568182,0.514705882,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.4460784309999999,1400.0,34.31372549,2.0,39.0,60.0,76.0,,,,4080000,440,9300,1102863,821207,1030522,405672,55.6,9.8,12140.0,2.42,39.90723622755568,15.710481306138707,38.581838254747,26.34956142111679,57.85929032144686,0.34,1.2525,76.1,64.69,50.1,0.43,34.0,58.0,7.550916485,86.7594169478807,13240098.34,424050559.3,522.024143,17980.0,32.02774998,4.266268062,2.530293971,1.214926125,0.00067738,0.078837934,0.1442260826,0.06509989719999999,0.4150639496,0.2898838412,0.8764874139,0.29927527260000003,0.5884130572999999,0.8236994753,0.0,27.951118800000003,116.3530413,Asia
279,Seattle(WA),280,8,Auto Innovative,United States,78.0,9.5,1.1,4.1,0.82,7.9,32.8,0.01097357,0.431654676,5.496402878,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.057553957,16.0,0.460431655,4.0,34.0,54.0,77.0,183.98,40.23,349.51,3475000,2989,1100,520270,571247,524860,253682,81.6,1.7,77273.0,5.4,86.49,65.2,88.0,77.61,129.7,0.441,12.0,79.9,58.97,80.9,0.78,51.0,72.0,11.3,31.85,3556463.522,7146688962.0,126.2545182,15666.0,2009.4931149999998,5.747294372000001,3.0551406930000002,1.029323263,0.00090387,0.025541993,0.1178139326,0.15211260470000001,0.3164942837,0.8571245801,0.29387794219999996,0.10315843390000001,0.4056948306,0.6304909539,0.5756230097,47.6038321,-122.3300624,North America
148,Hiroshima,149,6,Hybrid Giant,Japan,12.0,51.0,14.0,23.0,1.34,4.7,18.4,0.064561404,1.52173913,13.4057971,23,0.0,0.0,0.0,0.0,0.0,0.0,22.581327746478618,0.0,0.0,0.0,0.0,39.34421808211029,58.00763538375722,76.8191932089391,114.33152945827423,32.45861146644034,103.32193761738363,1380000,285,4800,58178,59753,168511,41297,93.5,2.8,36900.0,3.6,55.940874329243314,18.340444614420953,62.68522099597038,30.815760641407937,93.10366585625016,0.3308509018629806,5.811028818505678,83.7,79.90225491988679,90.6,0.75,39.0,39.0,4.8,49.83063704261229,8029116.319,4615452480.0,119.1175183,40176.0,574.8394091,5.634312685,2.919587763,1.128197498,0.001391066,0.020038266000000002,0.2797245775,0.1394157436,0.3962175036,0.46361494799999997,0.5427138993999999,0.0260130047,0.5987958241,0.3764465079,0.4037901481,34.391605799999994,132.4518156,Asia
