,City,cityID,clusterID,Typology,Country,Car_Modeshare_(%),Public_Transit_Modeshare_(%),Bicycle_Modeshare_(%),Walking_Modeshare_(%),Gasoline_Pump_Price_(USD/liter),Road_Deaths_Rate_(per_1000),Subway_Length_(km),Subway_Length_Density_(per_km),Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age_(years),BRT_Length_(km),BRT_System_Length_Density_(per_km),BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age_(years),Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age_(years),Congestion_(%),Congestion_AM_Peak_(%),Congestion_PM_Peak_(%),Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area_(sq._km),Population_Density_(per_sq._km),Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015_(%),Urbanization_Rate_Change_2015_–_2025_(pp),GDP_per_Capita_(USD),Unemployment_Rate_(%),Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate_(%),Life_Expectancy_(years),Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration_(%),CO2_Emissions_per_Capita_(metric_tonnes),Pollution_Index_,Street_length_total_(m),Street_Length_Density_(m/sq._km),Street_Length_Average_(m),Intersection_Count,Intersection_Density_(per_sq._km),Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor,Latitude,Longitude,Continent
84,Cairo,85,2,BusTransit Sprawl,Egypt,32.2,30.0,1.1577101758200958,26.33418372514297,0.37,12.8,77.9,0.044236229,0.383406662,82.58956631,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.001373401830094,40.25935960773353,55.83120400700845,267.89,53.72,314.85,15910000,1761,9000,1108680,861508,2222457,1486341,43.1,1.9,7843.0,11.9,36.08,9.25,31.87,31.31,35.06,0.34,15.3,73.45,42.65,38.6,0.4,38.0,44.99999999999999,2.431261947,96.15,11669074.97,2757217120.0,122.86082009999998,57579.0,236.2841207,5.230089202,3.027079643,1.061424298,0.0029656390000000004,0.035212909,0.3136911977,0.061766525499999995,0.4108796181,0.22171495089999999,0.2040246939,0.36655084619999995,0.6525344679999999,0.6624442253,0.3837836875,30.048819,31.243665999999997,Africa
6,Cordoba,7,5,Hybrid Moderate,Argentina,29.8,40.3,0.2715903434090399,20.237784742286255,1.36,13.6,0.0,0.0,0.0,0.0,0,5.3,0.014600551000000002,0.5642633229999999,0.0,10.90909091,4.0,0.0,0.0,0.0,0.0,0.0,29.703363202077234,54.80312631999712,59.0764772747422,204.32849918297134,46.9994871013227,217.76540190284965,1595000,363,4400,147393,184685,243350,116147,91.8,1.2,10154.0,9.964383048758927,53.08,11.75,42.87,47.05,68.39,0.51,12.6,76.3,39.21395656860173,79.4,0.53,34.0,48.0,4.46229798,56.84891251440839,2035905.9470832248,8809326045.053686,124.66370374799199,9560.358975492378,10461.733525615902,5.218149493194702,2.908420413400602,1.063798077185015,0.0077386249983540465,0.0,0.0832930238,0.2102046182,0.37705183270000003,0.39576460700000005,0.33731247670000003,0.0437232287,0.48174349710000003,0.3023082214,0.4781262271,-31.4173391,-64.183319,South America
99,Munich,100,9,MassTransit Heavyweight,Germany,37.0,21.0,14.0,28.0,1.73,3.8,95.0,0.20386266100000003,4.8,195.0,46,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.5,3000.0,150.0,7.0,30.0,51.0,53.0,101.62,35.27,106.46,2000000,466,4300,-15407,147269,113663,47468,75.3,2.2,78834.0,3.3,74.72,40.93,59.27,74.68,131.73,0.3251616185072476,10.198736724651935,81.0,85.43,86.2,0.74,53.0,60.0,8.5,17.74,3807902.142,6823369157.0,134.5453375,16969.0,1791.8971920000001,5.180152593,2.936419785,1.051771049,0.005791235,0.021029545,0.6749471378,0.14253095,0.4336899472,0.7793527659999999,0.5993657893,0.0335328695,0.35403193549999995,0.2363657469,0.4297553943,48.1371079,11.575382199999998,Europe
2,Oran,3,2,BusTransit Sprawl,Algeria,29.53124451000752,25.515205450849272,0.9200830249320829,38.38160636977425,0.37,23.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.211644357135725,54.27178156623974,72.99478648271463,233.10056963410742,50.898687559143106,259.44541606894444,1015000,163,6200,59272,69838,144774,105265,70.7,4.9,4827.7,6.8576028254469525,38.002952649977814,12.337493240900361,34.73198312511934,31.751394326135717,43.04126356635198,0.37,28.296067788354627,75.6,56.506963850161114,37.3,0.37,30.013792408088165,45.0,3.51478009,75.15179933046399,1358143.815,6104866158.0,88.64011324,9253.0,4495.007149,5.749213757000001,3.1208278380000003,1.04461664,0.000635257,0.017992038999999998,0.0475021066,0.08808181289999999,0.3884725149,0.2319020768,0.3115324901,0.1144217666,0.5549051413,0.6897369883,0.4997618921,35.7032751,-0.6492975999999999,Africa
294,Kansas City(MO),295,7,Auto Sprawl,United States,91.6,0.9,0.2,1.3,0.62,14.3,0.0,0.0,0.0,0.0,0,35.0,0.019931663,2.732919255,1.677018634,2.590062112,0.0,30.0,1.863354037,300.0,18.63354037,6.0,11.0,16.0,27.0,135.93,29.0,112.3,1610000,1756,900,132327,211395,275447,136909,81.6,1.7,54348.0,6.4,66.58,30.72,63.92,67.24,170.3,0.455,17.9,77.5,40.01,74.6,0.78,43.0,72.0,22.6,29.089755473334105,13142168.62,6774043635.0,158.2955159,47135.0,515.4433664,5.1656922739999995,2.8226831889999997,1.05452974,0.005827114,0.033226392,0.0203746081,0.2984187252,0.4216700225,0.7471370218000001,0.4081951015,0.0713088372,0.0,0.8570719921,0.4029599261,39.100105,-94.5781416,North America
253,Kampala,254,1,Congested Emerging,Uganda,9.0,82.0,2.0877050929495287,26.231872483947207,1.02,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2440000,751,3200,341827,497008,1075395,871153,16.1,3.8,662.4,,37.67,7.62,31.59,26.04,21.2,0.34,9.6,62.3,41.02902388490745,31.1,0.17,27.454070971582688,4.0,0.133852656,78.0032541111014,3529527.901,2787714940.0,191.73880380000003,10638.0,789.8265771,4.868921489,2.503192067,1.075295383,0.000948528,0.009304222,0.1198244581,0.011632526499999999,0.3691014756,0.0251887368,0.32366536030000004,0.23780565739999998,0.7652850673,0.4174106565,0.2515782763,0.31771370000000004,32.581353899999996,Africa
239,Aleppo,240,1,Congested Emerging,Syria,6.002957612549199,56.29104620964589,2.83837463953709,36.992993250096426,0.44,22.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3665000,259,14200,649760,864309,997253,559590,57.7,4.1,1821.0,,31.06470368065444,8.609669974422797,26.035267664158987,26.344249089682005,21.700911393895197,0.42998656058019546,30.8,64.5,43.24781680107168,25.9,0.28,30.37938943319336,17.933783459934308,1.866465075,89.89667171590885,4142305.08,4045982370.0,109.04246289999999,22555.0,976.7465919,5.640947897999999,3.032913109,1.033903057,0.000480919,0.003452894,0.0810040824,0.0702538979,0.3600128052,0.0815208396,0.2686936929,0.2340819575,0.6845899851,0.4496022315,0.4126633771,36.19924,37.163725299999996,Asia
20,Sao Paulo,21,4,BusTransit Dense,Brazil,27.6,39.0,0.6,30.465955431409455,1.22,11.8,77.4,0.028592537999999997,0.325163795,63.86799321,43,45.0,0.016623568999999998,1.0531424409999999,19.2477554,46.5032759,38.0,241.0,1.169619025,600.0,2.911914584,6.0,30.0,42.0,53.0,204.02,46.41,217.63,20605000,2707,7600,2323364,2550162,2593696,931681,85.7,2.1,25650.0,16.1,54.65,21.48,41.66,48.34,43.55,0.55,28.09,73.15,27.25,54.2,0.5,44.0,41.0,2.465870235,88.29,9922337.441187529,8074308955.316799,108.69160508584815,53043.38781910401,1027.5554669946303,5.282930153984646,3.017067804243325,1.0441915564783468,0.0015833014704651927,0.011759910991959865,0.363477276,0.5840782469,0.4432580516,0.3775516811,0.19204358789999998,0.40814972590000004,0.551303,0.3377632383,0.6508194481,-23.5506507,-46.633382399999995,South America
213,Riyadh,214,2,BusTransit Sprawl,Saudi Arabia,92.0,2.0,1.3050882896943878,17.051483038866884,0.54,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,41.0,181.98,40.88,189.43,5845000,1658,3500,1242201,1659632,2067065,796186,83.1,1.9,21395.4,6.82372978258652,47.54,16.16,38.93,33.23,173.64,0.40991809092203046,16.667885379952093,74.5,79.29,65.9,0.44,34.0,45.00000000000001,17.92748481,69.68,13709766.13,11897085078.0,112.17927820000001,77698.0,867.7817672,5.261972958,3.054771047,1.029090597,0.0036795820000000003,0.0,0.0129650751,0.11328948900000001,0.42357762979999997,0.4258933553,0.27651851969999997,0.26138762390000003,0.219632322,0.8255404383,0.6285252609,24.631969199999997,46.7150648,Asia
94,Toulouse,95,10,MassTransit Moderate,France,66.0,9.0,3.0,21.0,1.84,6.7,28.2,0.034771887,3.87434555,115.9162304,24,11.0,0.013563502,1.780104712,0.07270984681271601,4.178010471,10.0,280.0,29.31937173,2465.0,258.1151832,11.0,27.0,59.0,56.0,135.14503970159888,34.93622603682016,144.1072510194085,955000,811,1200,123716,139248,161386,70932,79.5,2.2,50061.0,8.6,76.26,25.36,70.22,79.43,119.48,0.31709969470534205,19.04330850740715,82.4,59.02,83.3,0.72,42.0,49.0,6.4,65.03229636056108,1975778.7680000002,9819477245.0,101.9020459,11926.0,4969.927506,4.775967564,2.837817914,1.0996923809999999,0.014910629,0.030833827,0.3543696943,0.3008620266,0.609324465,0.7359578326,0.4492127907,0.0409388185,0.3574459922,0.19488193129999998,0.4209488937,43.6044622,1.4442469,Europe
52,Harbin,53,12,MetroBike Emerging,China,19.457394477231627,39.04391968700854,12.58186568665575,23.07519757235108,1.16,18.8,17.5,0.030701753999999998,0.366225839,11.13936928,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83886879565878,61.583637718133986,69.94208106994763,,,,4915000,570,8600,1495233,1608738,1974741,739035,55.6,9.8,12865.0,3.6,39.85296675818633,15.691937893330696,38.405943743321885,26.290565860650275,58.1687228685203,0.32,1.2525,76.1,64.69,50.1,0.43,35.0,58.0,5.6,85.62169408161938,2343580.915,2645849183.0,320.81874260000006,4244.0,1128.977099,5.071864111,3.194686411,1.0546129709999998,0.0005152430000000001,0.041749199,0.13928178759999998,0.061493710300000004,0.3833122284,0.2632624965,0.7446149317,0.3676238435,0.5692425582,0.6358071688,0.3061629284,45.7988273,126.5303997,Asia
228,Busan,229,6,Hybrid Giant,South Korea,35.495823817566574,43.35881571626457,6.721490060869659,19.569876645238065,1.47,9.1,130.2,0.32468827899999997,2.393822394,83.65508366,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44274875671546,58.15452228582117,77.30111647637128,113.22725717113318,32.22512831260583,102.60755223256812,3885000,401,9700,-105449,-274436,-102205,34304,82.5,1.3,23938.0,3.8,57.324744218336924,18.768706153135387,64.87618380729697,30.858564255525994,97.10976939664236,0.3306288635157823,5.210211603925547,82.3,80.32900193200673,92.3,0.82,44.0,88.0,3.7,47.03,6138760.64,1227587046.0,131.4706838,26971.0,199.97310819999998,5.72556864,3.0095176639999996,1.074173106,0.001915882,0.0,0.5579031173,0.13907567880000002,0.4111570112,0.5139294799,0.494550869,0.0,0.5062629969,0.37646266159999997,0.3551648503,35.1799528,129.0752365,Asia
315,Rochester(NY),316,7,Auto Sprawl,United States,88.6,2.6,0.4,3.5,0.71,5.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,28.0,169.73653120387064,37.75419260678812,185.3186263451457,735000,839,900,74951,117955,154618,78220,81.6,1.7,44782.0,6.794848505737641,67.18,29.69,65.6,70.63,138.2,0.499,33.2,80.5,33.27,73.4,0.78,41.0,72.0,8.61,28.651888222829204,4484798.324,4843135560.0,196.9608399,13364.0,1079.900412,5.326108496,2.7909957889999997,1.085960732,0.014743157,0.032085257,0.023629613900000002,0.1771530686,0.3620295807,0.7165587759000001,0.33412706579999996,0.038398928900000004,0.0835590351,0.6360218186,0.267267478,43.157284999999995,-77.615214,North America
121,Lucknow,122,1,Congested Emerging,India,25.98664348608275,28.912688544428995,5.947972033982067,35.331612914835254,1.19,16.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3260000,324,10100,607258,632892,850121,529439,32.7,4.3,1861.5,,26.93,4.98,27.38,16.27,59.56,0.3494737753134431,13.7,68.3,50.31,28.3,0.32,32.0,17.0,1.590272829,85.63,3879658.402,3429321574.0,147.46506530000002,15914.0,883.9235877,5.35525649,2.9662143139999997,1.075368375,0.0006939769999999999,0.0,0.0856793743,0.0405004422,0.4078961278,0.0691026238,0.3193796903,0.2291113574,0.6729087529000001,0.2542064822,0.3467859082,26.8381,80.9346001,Asia
178,Rangoon,179,1,Congested Emerging,Myanmar,4.7,28.6,13.0,42.2,0.72,20.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5320000,570,9300,646047,802895,1267825,721820,34.1,5.7,1408.1,,44.25126902265629,17.240316224992032,45.46846040906004,23.110185278363655,23.80344196365692,0.35619615428385504,10.958209430472696,66.6,46.921404636523384,2.1,0.17,28.097039916617707,18.885066072516892,0.237874069,87.6435906202087,7556040.092,3422585037.0,110.083773,40741.0,452.9601478,5.87025935,3.013966664,1.036206813,0.000501283,1.85e-05,0.0700882048,0.0356451565,0.3511398263,0.0386662212,0.3312692906,0.2886455668,0.6885023623000001,0.3893152099,0.4038907783,16.7967129,96.1609916,Asia
53,Shenyang,54,12,MetroBike Emerging,China,19.235287659425857,41.99863886174856,13.852309268496294,21.055912067050635,1.16,18.8,55.1,0.054554455,0.693548387,44.83870968,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,60.0,73.0,,,,6200000,1010,6100,911803,906290,1303408,658315,55.6,9.8,14105.0,3.03,39.80459636348028,15.527026928388658,38.64710579359449,26.861431280382952,60.32472836173088,0.32,1.2525,76.1,64.69,50.1,0.43,35.0,58.0,10.5,85.30176037562963,2952695.6580000003,3120790285.0,357.7290596,4785.0,1056.929208,5.17282756,3.221211535,1.037638583,7.48e-05,0.0409635,0.2221890554,0.0569174683,0.38555837600000004,0.276916273,0.750081096,0.3094111003,0.5801912563,0.6966919238,0.3452831528,41.674457399999994,123.45828909999999,Asia
202,Porto,203,5,Hybrid Moderate,Portugal,52.0,26.0,0.0,22.0,1.78,4.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.0,55.0,127.61,31.26,155.31,1480000,777,1900,90117,101161,155824,72592,63.5,5.0,20813.0,17.1,49.58,16.32,38.42,40.83,68.88,0.33702454423959144,14.413509431490647,81.1,55.57,62.1,0.65,41.0,51.86487527410827,4.6,40.52,5877816.998,6150310537.0,113.193849,31386.0,1046.35965,4.776465604,2.7449293010000004,1.081806555,0.004778588,0.037546386,0.0639185048,0.1194991915,0.4168213511,0.46153560450000003,0.4630505152,0.0891244989,0.38455108340000005,0.2460934511,0.33901580270000004,41.1494512,-8.6107884,Europe
115,Chennai,116,3,Congested Boomer,India,30.0,39.0,9.0,22.0,1.19,26.6,19.0,0.019567456,0.13019529300000002,0.9013520279999999,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,175.13,43.12,195.91,9985000,971,10300,1014551,2169897,2798700,1492962,32.7,4.3,6469.0,18.7,25.92,7.14,26.99,15.78,83.02,0.37,13.7,68.3,55.63,28.3,0.32,38.0,17.0,1.590272829,78.65,6561095.874,7424636579.0,94.28352001,40783.0,1131.6153160000001,5.258332846,2.714550094,1.049839414,0.00044456599999999997,0.002850357,0.1128753178,0.0421208722,0.4239380454,0.10580968699999999,0.3221489746,0.421691496,0.5365660454,0.39617766270000004,0.4548663325,13.080172099999999,80.2838331,Asia
281,Minneapolis-St. Paul(MN),282,7,Auto Sprawl,United States,85.8,4.7,0.8,2.1,0.68,7.5,35.1,0.013260295,1.323792487,8.193202147000001,13,0.0,0.0,0.0,0.0,0.0,0.0,170.0,6.082289802999999,1550.0,55.45617174,8.0,16.0,27.0,42.0,166.83,35.27,237.18,2795000,2647,1000,309962,404723,454170,221498,81.6,1.7,61268.0,4.9,81.1,41.83,87.08,71.49,117.87,0.44,19.5,81.1,53.03,82.6,0.78,44.0,72.0,19.4,20.55,2332496.622,12215942219.0,148.6518783,8832.0,5237.281848,6.010445534,3.37145598,1.026579218,0.00078028,0.025194032999999998,0.1324624609,0.1706277191,0.43206794530000003,0.8171226498999999,0.3350542172,0.0704616537,0.1382103448,0.6766820434,0.7433809001,44.07517895,-95.66567459425735,North America
297,Orlando(FL),298,7,Auto Sprawl,United States,89.6,1.9,0.4,1.1,0.68,14.5,0.0,0.0,0.0,0.0,0,5.0,0.002443793,1.035294118,0.470588235,0.631764706,21.0,37.0,1.741176471,83.07239615015384,3.973692088613662,3.0,20.0,23.0,46.0,191.69,39.75,199.35,2125000,2046,1000,272082,293969,259760,128406,81.6,1.7,45783.0,6.9,77.62,39.66,81.95,76.0,121.2,0.474,18.8,79.4,45.55,76.2,0.78,45.0,72.0,14.3,39.32,5462754.685,6735924255.0,159.65497680000001,19778.0,1233.0636539999998,4.877933877,2.875157735,1.0942654109999999,0.005984409,0.036112539,0.0442514415,0.2950514514,0.3583792776,0.7604272670000001,0.3259400273,0.0670783971,0.1732954336,0.7676423008,0.4017124131,28.5479786,-81.41278418563017,North America
80,Copenhagen,81,10,MassTransit Moderate,Denmark,33.0,20.0,30.0,17.0,1.8,3.1,20.4,0.033116883,1.725490196,43.92156863,15,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.333333333,250.0,19.60784314,5.0,23.0,47.0,40.0,99.76,31.48,123.45,1275000,616,2000,41841,115226,137668,67205,87.7,1.5,78145.0,7.2,89.0,46.43,67.49,109.33,110.63,0.313009463684293,16.38162878171711,76.85,77.48,94.6,0.83,49.0,57.84397030302431,7.1,26.45,3323014.267,4636919372.0,117.0858767,16150.0,1395.395565,4.8481492,2.6846539810000003,1.051097765,0.0036906129999999997,0.021699467000000004,0.2477913336,0.1537600013,0.3287091759,0.8420661026999999,0.6264466718,0.0082966581,0.2953285754,0.20072384510000002,0.3845529029,55.6867243,12.5700724,Europe
218,Belgrade,219,5,Hybrid Moderate,Serbia,26.0,49.0,1.0,24.0,1.52,7.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.584446753732617,49.60241276826026,56.85311748244656,107.55,30.05,89.02,1085000,246,4400,-7921,11621,51585,57842,55.6,1.8,18204.0,13.122253637700478,37.29,10.22,26.59,33.94,42.58,0.28,17.613803292181238,75.6,62.99,57.0,0.45,38.0,49.66595775310376,6.263063271,58.07,9711712.985,1486932811.0,198.4777132,27572.0,153.10716169999998,4.67953668,2.503387967,1.0783241209999999,0.0009726139999999999,0.015120498000000001,0.09376463800000001,0.0676605,0.4106994233,0.3163085897,0.5023131493999999,0.0610975468,0.47657275439999996,0.3061415092,0.22672764539999998,44.8178131,20.4568974,Europe
34,Vancouver,35,9,MassTransit Heavyweight,Canada,65.9,19.7,1.8,6.3,1.27,6.3,68.6,0.059652174,2.034632035,50.95238095,32,27.0,0.023478261,0.606060606,0.47827114697835466,12.98701299,7.405599221801829,150.0,6.493506494,1500.0,64.93506494,2.0,39.0,54.0,72.0,183.46,41.78,173.12,2310000,1150,1900,400046,276428,347795,181349,81.8,1.8,44337.0,6.7,70.72,46.51,73.64,66.26,98.54,0.45,8.1,81.0,62.2,94.7,0.78,50.0,67.0,13.4,25.97,1657226.5159999998,8637443427.0,125.5664885,7406.0,5211.987224,6.031539424,3.3152690860000003,1.0214053379999999,0.00186753,0.004562082,0.3157426547,0.2945686232,0.40322996969999997,0.7373888034999999,0.3655320024,0.0496931037,0.44549069469999997,0.39391760340000004,0.6618669841,49.2608724,-123.11395290000002,North America
27,Ouagadougou,28,1,Congested Emerging,Burkina Faso,14.0,8.0,10.0,42.0,1.13,30.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2825000,466,6100,383367,990380,1750528,1133221,29.9,7.8,663.9,,50.556683151542636,30.00473166415286,46.811044746242196,34.839718348911305,28.74186497810818,0.48,25.2,59.9,50.42718991558409,9.7,0.08,26.018237842491406,14.0,0.17900836,93.24297129925489,6312986.527000001,5101512398.0,102.4951947,36742.0,808.0980967999999,6.135919875,3.1166219839999996,1.022190413,0.000123659,0.0,0.041324628100000003,0.0351789949,0.34600316049999996,0.0070540626,0.3308961023,0.3331839566,0.6573637874,0.3685318368,0.4599830029,12.3681873,-1.5270944,Africa
120,Surat,121,3,Congested Boomer,India,31.0,13.0,13.0,42.0,1.19,5.0,0.0,0.0,0.0,0.0,0,10.0,0.042918455,0.03579814398821195,0.0848548599001834,0.712401055,4.0,0.0,0.0,0.0,0.0,0.0,,,,235.3128795719254,51.26703609193673,214.81716865064553,5685000,233,24400,1230362,1739660,2161537,930178,32.7,4.3,1861.5,11.751486837284041,25.65,4.69,24.79,20.36,57.18,0.3649312043732541,13.7,68.3,71.94,28.3,0.32,33.0,17.0,1.590272829,62.08,1563874.291,1323296968.0,271.4588251,3428.0,846.1658176000001,5.573474002,2.905048983,1.052227028,0.000540833,0.0,0.056680597,0.1124663883,0.4308875032,0.11968030199999999,0.32319673390000003,0.36395933210000003,0.5276580704,0.1021614896,0.250678253,21.186460699999998,72.80812809999999,Asia
82,Guayaquil,83,4,BusTransit Dense,Ecuador,18.94777079373568,56.9730750054214,3.678037855960417,16.281948684063842,0.39,20.1,0.0,0.0,0.0,0.0,0,45.0,0.14610389599999998,2.325581395,4.114490161,28.44364937,12.0,0.0,0.0,0.0,0.0,0.0,39.86939686736973,59.673444876980014,70.64597843780601,174.5562337434306,42.96571326447455,167.8807422938864,2795000,308,9100,505760,195758,324491,267793,63.7,2.7,5191.1,7.950113063301968,49.83,13.75,43.53,37.69,39.94,0.49,16.4,76.2,36.02,77.4,0.41,28.0,35.03035671082573,2.779287585,73.924185184485,6190991.1389999995,1045918392.0,88.93824364,40063.0,168.9419946,5.576518147000001,3.089223047,1.055001784,0.0014020220000000002,0.0,0.10079007150000001,0.48728344,0.36128515969999997,0.25785645079999997,0.252492485,0.1211148273,0.6651301750999999,0.6124088067,0.329879325,-2.1899066,-79.887726,South America
286,Portland(OR),287,7,Auto Sprawl,United States,80.0,6.4,2.3,3.2,0.77,11.1,97.0,0.071481209,4.85,20.1,31,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,5.0,0.0,29.0,41.0,66.0,125.24,27.73,110.21,2000000,1357,1400,414038,429811,346132,169145,81.6,1.7,62606.0,7.3,80.35,51.03,81.05,73.47,125.73,0.449,15.8,79.5,55.6,82.1,0.78,46.0,72.0,12.6,22.22,6357184.47,9116852196.0,125.96965220000001,28435.0,1434.102194,5.367667044,2.864212911,1.056188881,0.002099311,0.020628105,0.359832715,0.1741232151,0.3610407726,0.7821340156000001,0.43225657359999997,0.058913257999999996,0.2753122273,0.6220855437,0.5416376877,45.5202471,-122.6741949,North America
72,Bogota,73,4,BusTransit Dense,Colombia,15.0,47.5,2.3,15.1,0.83,16.8,0.0,0.0,0.0,0.0,0,113.0,0.201067616,1.4180672269999999,17.82563025,59.3592437,10.0,0.0,0.0,0.0,0.0,0.0,35.94332821358984,54.28848357196234,66.14805531339321,181.89,47.23,234.0,9520000,562,16900,1615444,2146513,2076481,790216,76.4,2.6,21497.0,9.6,36.87,14.41,31.25,26.85,38.72,0.54,22.0,77.15,36.67,61.6,0.45,39.0,39.01972769567006,1.8931278740000002,74.1,7635515.313999999,6048847310.0,85.25586549,52355.0,792.1989626000001,5.198718486000001,3.005585655,1.062509412,0.000580773,0.0,0.12643515519999998,0.7059461383,0.41525319409999994,0.252559466,0.24669853449999998,0.3375648361,0.6818195866,0.4651839551,0.4313410924,4.59808,-74.0760439,South America
177,Maputo,178,1,Congested Emerging,Mozambique,10.2,42.1,0.3,45.6,1.03,31.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2655000,414,6400,243209,112950,374583,316215,32.2,3.6,515.4,,51.26912400237451,22.193799394601495,39.54317418558021,37.45997380665131,57.356621313386945,0.52,49.6,57.6,44.25762019579649,7.1,0.12,25.6589256242722,16.822401939438045,0.151849649,76.52019079168406,3954343.798,1336049263.0,100.036525,23476.0,337.868767,5.9882074560000005,3.0730051589999996,1.0221591859999999,0.00015547100000000002,0.0,0.0753995572,0.0553380528,0.3358268225,0.020477306,0.2228726039,0.1819473354,0.6974849412,0.4120888732,0.3717773893,-25.966213,32.56745,Africa
247,Tunis,248,2,BusTransit Sprawl,Tunisia,29.0,19.0,0.9860843915692835,50.0,0.76,24.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88440780450482,48.62986351969586,68.3315994778278,234.5175379310643,50.941277078650245,262.64041520894074,2240000,440,5100,67497,66042,157813,83395,66.8,2.4,4265.4,7.008315891258997,31.54,7.37,29.09,21.98,38.34,0.38,25.561851523983226,75.3,63.63,52.1,0.41,27.0,45.0,2.541451798,70.75,61551977.29,175561353.9,188.45422680000001,197058.0,2.85224556,5.508103832000001,2.885414871,1.085643248,0.0008345280000000001,0.008995584000000001,0.0612524754,0.08226487730000001,0.3900896121,0.1800937063,0.3506444321,0.0767802186,0.5687649034000001,0.8282604747,0.290992604,33.8439408,9.400138,Africa
187,Kano,188,1,Congested Emerging,Nigeria,7.8,72.3,5.329114446280171,46.73899068370183,0.48,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3680000,251,14600,507050,668365,1477161,975989,47.8,7.5,2455.9,,48.22172577428941,25.96700429393019,43.86789871479533,33.94646041836264,24.236873678983752,0.54,34.1,54.5,49.915469765420596,52.0,0.15,24.15021491095956,28.0,0.5534773510000001,91.50455249625644,3034726.1160000004,2448929574.0,151.5317379,12136.0,806.9688928999999,5.765824666,2.982243685,1.043497833,0.000309246,0.0,0.1171471215,0.0800046482,0.351040874,0.0708007655,0.3093488036,0.2943065612,0.7314310725,0.4076210722,0.36071226689999997,11.894838900000002,8.5364136,Africa
